sms_stemmed,Actual Classification,Predicted Classification
ok that cool either raglan rd edward rd behind cricket ground gim ring ur closebi see tuesday,0,0.0
stop howev suggest stay someon abl give or everi stool,0,0.0
check error difficulti correct,0,0.0
urgent mobil award bonu caller prize final tri contact call landlin,1,1.0
girl wait recept ah,0,0.0
send lt gt min,0,0.0
watch ajith film ah,0,0.0
understand loss gain work school,0,0.0
would still cozi exhaust last went school work everyth close,0,0.0
back brum thank put us keep us happi see soon,0,0.0
recpt order rington order process,1,1.0
would fuckin believ didnt know thur pre book cancel need sack,0,0.0
sppok ur mob halloween collect nokia logo pic messag plu free eeri tone txt card spook,1,1.0
realiz year thousand old ladi run around tattoo,1,0.0
tri contact repli offer video handset anytim network min unlimit text camcord repli call,1,1.0
dear got lt gt dollar hi hi,0,0.0
cocksuck make feel better ipad worthless garbag novelti item feel bad even want one,0,0.0
hi wo ard christma enjoy merri,0,0.0
er yeah sorri tell sit come wen,0,0.0
tyler get leav long get like hour,0,0.0
studi sch go home anyway go sch later,0,0.0
lol realli need rememb eat drink appreci keep compani night babe,0,0.0
call,0,0.0
wo move morphin,0,0.0
gentl babi soon take lt gt inch deep insid tight pussi,0,0.0
sian aft meet supervisor got work liao work,0,0.0
got ta collect da car lei,0,0.0
dont forget place mani free request wish inform call,1,0.0
need login anyth,0,0.0
thk sure got time hop ard ya go free abt muz call discuss liao,0,0.0
hamster dead hey tmr meet orchard mrt,0,0.0
call lunch,0,0.0
daddi take good care,0,0.0
issu right ill fix tomorrow,0,0.0
dude sux snake got old raiden got buff,0,0.0
taxt massag argh ok lool,0,0.0
os call ubandu run without instal hard disk use os copi import file system give repair,0,0.0
good afternoon love goe day woke earli onlin wait hmmm italian boy onlin see,0,0.0
welcom caught use broken english,0,0.0
effect irrit ignor,0,0.0
thank meet monday,0,0.0
ur balanc ur next question sang girl answer txt ur answer good luck,1,1.0
havent got da topic yet rite,0,0.0
specialis work slave labor look month sha co shakara beggar,0,0.0
went ganesh dress shop,0,0.0
dun believ leh tot told true alreadi thk muz us tog believ,0,0.0
kalli dismissi test,0,0.0
worri easi ingredi,0,0.0
sale arsen dartboard good condit doubl trebl,1,0.0
ou guarante latest nokia phone ipod player prize txt word collect ibhltd,1,1.0
noe specifi da domain nusstu    still sch,0,0.0
insid fill know leav,0,0.0
today voda number end select receiv reward match pleas call quot claim code standard rate appli,1,1.0
remain unconvinc elabor test willpow,0,0.0
huh hyde park mel ah opp got confus anyway tt best choic den juz take,0,0.0
okay soon best,0,0.0
well meant oppos drunken night,0,0.0
co daddi arrang time wat time fetch mah,0,0.0
cours math one day one chapter one month finish,0,0.0
hello per request lt gt transfer,0,0.0
leav,0,0.0
oh get paid outstand one commerci hasbro august made us jump mani hoop get paid still,0,0.0
hi darlin im missin hope good time back time give call home jess xx,0,0.0
pain thought happi toughest thing earth toughest act happi unspoken pain,0,0.0
wot thout gon na call txt bak luv,0,0.0
number,0,0.0
loosu go hospit de dont let careless,0,0.0
urgent pleas call abta complimentari spanish holiday cash await collect sae cs box,1,1.0
tmr timin still da wat co got lesson,0,0.0
ok need tell anyth go sleep good night,0,0.0
sorri call later,0,0.0
im reali soz imat mum,0,0.0
let use next week princess,0,0.0
urgent costa del sol holiday await collect call toclaim sae tc stockport,1,1.0
like think alway possibl pub later,0,0.0
usual bodi take care buy make sure doesnt progress pl continu talk saturday,0,0.0
want tell bad feel basic time text late need drug,0,0.0
free messag activ free text messag repli messag word free term condit visit,1,1.0
well keep mind got enough ga one round trip bar sudden influx cash,0,0.0
xma offer latest motorola sonyericsson nokia free bluetooth dvd doubl min txt orang call,1,1.0
pain could come wors time,0,0.0
shop till drop either cash travel voucher call ntt po box fixedlin cost mobil vari,1,1.0
final chanc claim ur worth discount voucher today text ye savamob member offer mobil cs savamob sub,1,1.0
call listen extrem dirti live chat go offic right total privaci one know sic listen min,1,0.0
decid faster co si go home,0,0.0
new messag pleas call,1,1.0
record one night,0,0.0
hmm ok stay like hour co eye realli sore,0,0.0
okay wait ah,0,0.0
think tantrum finish yeah point,0,0.0
call right call hand phone,0,0.0
havent add yet,0,0.0
tell coulda real valentin never pick noth,0,0.0
well glad find total disagre lol,0,0.0
mayb westshor hyde park villag place near hous,0,0.0
happi babe woo hoo parti dude,0,0.0
much pay suganya,0,0.0
pleas call custom servic repres freephon guarante cash prize,1,1.0
time think need know near campu,0,0.0
today offer claim ur worth discount voucher text ye savamob member offer mobil cs sub unsub repli,1,1.0
go colleg els ill come self pa,0,0.0
back lem know readi,0,0.0
friend help us problem give stupid suggest land us anoth problem help us forgt previou problem,0,0.0
guess,0,0.0
aight fuck get later,0,0.0
free entri wkli comp win fa cup final tkt may text fa receiv entri question std txt rate appli,1,1.0
bu leav lt gt,0,0.0
good day teeth pain maintain stuff,0,0.0
oh big good,0,0.0
road cant txt,0,0.0
joy father john john name joy father mandan,0,0.0
home lei,0,0.0
well must pain catch,0,0.0
loan purpos even bad credit tenant welcom call,1,1.0
lt gt saw day ago guy want sell wifi lt gt lt gt blank,0,0.0
pure heart person wonder smile make even enemi feel guilti catch world goodmorn amp smiley,0,0.0
guy get back said think stay mcr,0,0.0
class hour sorri,0,0.0
happi come noon,0,0.0
wat tht incid,0,0.0
brain dear,0,0.0
first answer question,0,0.0
adult would learn experi real danger dont like peep use drug dont need comment,0,0.0
ok thanx gd nite,0,0.0
see shadow get earli spring yay,0,0.0
excel wish togeth right,0,0.0
anyway holla whenev around need excus go creep peopl sarasota,0,0.0
freemsg today day readi horni live town love sex fun game netcollex ltd per msg repli stop end,1,1.0
new tone week includ sara order follow instruct next messag,1,1.0
bank say money,0,0.0
tone club sub expir repli monoc mono polyc poli weekli per week txt stop stop msg free stream,1,1.0
think go reg pract flung haha wat time go,0,0.0
ok,0,0.0
ye pleas swim,0,0.0
dont file work call tell find anyth room,0,0.0
yupz oredi book slot weekend liao,0,0.0
lmao fun,0,0.0
fyi usf swing room whenev,0,0.0
hot live fantasi call per min ntt ltd po box croydon,1,1.0
done hand know mega shop asda count celebr that,0,0.0
safe trip nigeria wish happi soon compani share moment,0,0.0
still around could use,0,0.0
hiya probabl come home weekend next,0,0.0
prakesh know,0,0.0
want ask wait finish lect co lect finish hour anyway,0,0.0
ur go bahama callfreefon speak live oper claim either bahama cruis cash opt txt,1,1.0
yup still coffe wif fren fren drove give lift,0,0.0
rounder requir,0,0.0
lol nah bad thank good home quit realiti check how ur day anyth websit,0,0.0
dear sleep,0,0.0
hope good week check,0,0.0
oh yeah forgot take shop,0,0.0
horribl bf hungri,0,0.0
well that nice bad cant eat,0,0.0
gon na ask lol think,0,0.0
account refil success inr lt decim gt keralacircl prepaid account balanc rs lt decim gt transact id kr lt gt,0,0.0
slow use biola fne,0,0.0
pay attent,0,0.0
da happi sit togeth na,0,0.0
thank say happi onam fine rememb met insur qatar insha ex tata aig join tissco tayseer,0,0.0
cancer mom make big deal regular checkup aka pap smear,0,0.0
din tell ju,0,0.0
yeah sure give coupl minut track wallet,0,0.0
mm ye dear look hug,0,0.0
dear sir salam pleasur meet today tea pleas send contact number save regard,0,0.0
ye innoc fun,0,0.0
hey guy know breath neck get bud anyway abl get half track usf tonight,0,0.0
messag sent askin lt gt dollar shoul pay lt gt lt gt,0,0.0
lt gt go get,0,0.0
friend got say up order gram got lt gt get,0,0.0
got person stori,0,0.0
eek lot time especi sinc american pie like minut long ca stop sing,0,0.0
got shitload diamond though,0,0.0
place man,0,0.0
sad stori man last week wife wish parent forgot kid went work even colleagu wish enter cabin pa said happi boss felt special askd lunch lunch invit apart went said mind go bedroom minut sed sexi mood came minut latr wid cake wife parent kidz friend colleagu surpris wait nake,0,0.0
oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scare hiphop open cant catch,0,0.0
dear call accomod,0,0.0
got tallent wast,0,0.0
want new video anytim network min text five pound per week call repli deliveri tomorrow,1,1.0
lt gt,0,0.0
prasanth ettan mother pass away last night pray famili,0,0.0
alway braini one,0,0.0
bluray player,0,0.0
poli tone mob direct rpli poli titl eg poli titl crazyin sleepingwith finest ymca,1,1.0
sweet may may go meet carlo gaug patti interest,0,0.0
repeat instruct wat road name ur hous,0,0.0
nice day impress sensibl went home earli feel fine bore ca rememb,0,0.0
idp linux system,0,0.0
ok,0,0.0
god bring success,0,0.0
pl dont forget studi,0,0.0
idk keep say sinc move keep but head freedom respons tire much shit deal bare keep togeth get ad,0,0.0
lol tri make day littl interest,0,0.0
use foreign stamp whatev send,0,0.0
oki scare say fat dun wan alreadi,0,0.0
must nearli dead well jez iscom todo workand whilltak forev,0,0.0
realli master,0,0.0
bin award play instant cash call claim everi player win min optout,1,1.0
well great weekend,0,0.0
sexi sexi cum text im wet warm readi porn fun msg free recd msg inc vat cancel text stop,1,1.0
wn hurt prsn close fight wit dem coz somtim di fight save relat bt quiet leav nothin gud,0,0.0
slept thinkthi time lt gt pm danger,0,0.0
lol take member said aunt flow visit month caus develop ovarian cyst bc way shrink,0,0.0
scarcasim,0,0.0
parti place usf charg contribut way greatli appreci yeah got room one,0,0.0
prob send email,0,0.0
unsubscrib servic get ton sexi babe hunk straight phone go http subscript,1,1.0
batteri mr adewal uncl aka egbon,0,0.0
freemsg hey darl week word back like fun still tb ok xxx std chg send rcv,1,1.0
goodo ye must speak friday ratio tortilla need,0,0.0
show wot say could dust,0,0.0
cool come havent wine dine,0,0.0
ur face test lt gt select number tell ur face astrolog wait quick repli,0,0.0
like needl clock though clock nt abl met evn meet itz second bt alwi stay conect gud,0,0.0
oh,0,0.0
told accentur confirm true,0,0.0
babe justthought i  d sayhey doin nearli endof wk offdam nevamind sn uwant lovejen,0,0.0
hi mobil lt gt ad contact list great place send free sm peopl visit,0,0.0
guy go see movi side,0,0.0
sing hu think also import find someon femal know place well prefer citizen also smart help navig even thing like choos phone plan requir guidanc doubt ask especi girl,0,0.0
ned convinc tht possibl witot hurt feel main,0,0.0
ur tonex subscript renew charg choos poli month,1,1.0
yalru lyfu astn bt innu mundh lyf ali halla ke bilo marriag program edha lyf nt yet ovr vargu lyfu meow meow,0,0.0
watch hous entertain get whole hugh lauri thing even stick inde especi stick,0,0.0
one teach ship car,0,0.0
hi sexychat girl wait text text great night chat send stop stop servic,1,1.0
prepar pound everi night,0,0.0
donno scorabl,0,0.0
know peopl hit fuck ye,0,0.0
made day great day,0,0.0
tomarrow final hear laptop case cant,0,0.0
freez crave ice fml,0,0.0
cute thought friendship necessari share everi secret ur close frnd watev share,0,0.0
kind miss train co asthma attack nxt one half hr drive sure park,0,0.0
dunno juz askin co got card got salon call hair sens tot da one cut ur hair,0,0.0
knew slept late yest wake late,0,0.0
haha mayb rite know well da feel like someon gd lor faster go find one gal group attach liao,0,0.0
god love limit god grace measur god power boundari may god endless bless alway ur life gud,0,0.0
sorri da mistak,0,0.0
happi new year man,0,0.0
upload mine facebook,0,0.0
hey still onlin finish format,0,0.0
sea lay rock rock envelop envelop paper paper word,0,0.0
let know kick,0,0.0
today accept accept brother sister lover lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi,0,0.0
watch lor saw swatch one thk quit ard need opinion leh,0,0.0
aight head,0,0.0
stay town,0,0.0
happen wat want come ill get medic insur abl deliv basic care current shop right medic insur give til friday morn that see major person guid right insur,0,0.0
haha good hear offici paid market,0,0.0
valentin day special win quiz take partner trip lifetim send go rcvd,1,1.0
weekli tone readi download week new tone includ crazi black info,1,1.0
chanc realiti fantasi show call per min ntt ltd po box croydon nation rate call,1,1.0
make fb list,0,0.0
jo ask wana meet,0,0.0
credit top http renew pin tgxxrz,1,1.0
like made throw smoke friend car one time awesom,0,0.0
xma offer latest motorola sonyericsson nokia free bluetooth doubl min txt orang call,1,1.0
hate call didnt accept even singl call mine even messag,0,0.0
kay sinc alreadi,0,0.0
po de need job aha,0,0.0
weird know one point,0,0.0
sorri call later ok bye,0,0.0
worri though understand import put place poorli thought punish face worst thing ever happen brb gon na go kill,0,0.0
easi ah sen got select mean,0,0.0
alright took morphin back yo,0,0.0
sorri guess whenev get hold connect mayb hour two text,0,0.0
valu vodafon custom comput pick win prize collect easi call,1,1.0
famili,0,0.0
know thinkin malaria relax children cant handl malaria would wors gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop,0,0.0
way tirupur,0,0.0
draw va dont think,0,0.0
urgent mobil number award bonu caller prize call land line valid,1,1.0
januari male sale hot gay chat cheaper call nation rate cheap peak stop text call,1,1.0
wait send aftr lt gt min,0,0.0
rather promin bite mark right cheek,0,0.0
miss realli surpris gone net cafe yet get miss,0,0.0
got ga money chanc gang want go grand natur adventur,0,0.0
boytoy miss happen,0,0.0
good afternoon sexi bun goe job search wake first thought alway love wish fine happi know ador,0,0.0
come aftr lt decim gt clean hous,0,0.0
also fuck famili go rhode island wherev fuck leav alon week new bong gt,0,0.0
honeybe said sweetest god laugh amp said havnt met person read moral even god crack joke,0,0.0
regist subscrib yr draw gift voucher enter receipt correct an next olymp txt an,1,1.0
home ard wat time reach,0,0.0
thank much selfless love plenti,0,0.0
womdarful actor,0,0.0
wait car dat bore wat co wait outsid got noth home stuff watch tv wat,0,0.0
congrat mobil videophon call videochat wid ur mate play java game dload polyh music nolin rentl,1,1.0
wahala rememb friend need,0,0.0
best ur exam later,0,0.0
give one miss number pleas,0,0.0
hello darlin ive finish colleg txt finish love kate xxx,0,0.0
hey book lesson sun liao,0,0.0
well done england get offici poli rington colour flag yer mobil text tone flag txt eng stop,1,1.0
roommat also want dubsack anoth friend may also want plan bring extra tell know sure,0,0.0
ok,0,0.0
sorri call later,0,0.0
cheer lou yeah goodnit shame neva came ya gailxx,0,0.0
call alter ok,0,0.0
last much hour might get lucki,0,0.0
hi neva worri bout da truth coz truth lead ur heart it   least uniqu person like deserv sleep tight morn,0,0.0
link pictur sent also use http,1,0.0
cant talk call keep call,0,0.0
plan manag,0,0.0
hope would send messag rent due dont enough reserv complet gone loan need hope could balanc lt gt way could get till mid march hope pay back,0,0.0
get chicken broth want ramen unless know,0,0.0
thank pick trash,0,0.0
hey watch movi tonight prob home earli,0,0.0
cbe chennai,0,0.0
home readi,0,0.0
total video convert free download type googl search,0,1.0
ur chanc win wkli shop spree txt shop custcar,1,1.0
got call landlin number ask come anna nagar go afternoon,0,0.0
yup thk shop close lor,0,0.0
dont give monkey wot think certainli mind friend mine sleep wiv wud annoyin,0,0.0
ok set let noe detail later,0,0.0
dint come us,0,0.0
free text messag valid decemb,1,1.0
alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti,1,1.0
gon na death gon na leav note say rob fault aveng,0,0.0
ya nice readi thursday,0,0.0
realli sorri lit hair fire,0,0.0
secret admir look make contact think ur,1,1.0
sen told go join uncl financ cbe,0,0.0
also rememb get dobbi bowl car,0,0.0
hiya like hlday pic look horribl took mo how camp amrca thing speak soon serena,0,0.0
decemb mobil entitl updat latest colour camera mobil free call mobil updat co free,1,1.0
leav hous,0,0.0
lol could starv lose pound end day,0,0.0
sun anti sleep medicin,0,0.0
part understand,0,0.0
send resum,0,0.0
life mean lot love life love peopl life world call friend call world ge,0,0.0
per request alaipayuth set callertun caller press copi friend callertun,0,0.0
callin say hi take care bruv,0,0.0
squeeeeez christma lik frndshp den hug get cute luvd lucki none peopl hate,0,0.0
best msg hard person know one step foward make fall amp one step back ruin ur good night,0,0.0
mean websit ye,0,0.0
work,0,0.0
bank granit issu explos pick member nasdaq symbol cdgt,1,1.0
happi new year ur famili may new year bring happi stabil tranquil ur vibrant colour life,0,0.0
watch lotr si di aft wan meet dinner nite,0,0.0
ok im sure time finish tomorrow wan na spend even co would vewi vewi lubli love xxx,0,0.0
ard lor,0,0.0
hey great deal farm tour deposit may,0,0.0
hi darlin kate doin somethin tonight im go pub call swan someth parent one drink phone,0,0.0
beerag,0,0.0
wat make peopl dearer de happi dat feel meet de pain feel miss dem,0,0.0
ga station go,0,0.0
place talk explain,0,0.0
lt gt great loxahatche xma tree burn updat total see star,0,0.0
got got colour lor one colour quit light darker lor actual done style hair,0,0.0
hope ur head hurt much plough way pile iron stay chinki tonight come round like,0,0.0
badrith chennai sure pick us competit,0,0.0
good morn dear shijutta great amp success day,0,0.0
sorri lot stuff talk actual guy want buy,0,0.0
thought slide enough,0,0.0
ur current pound maxim ur send cash cc,1,1.0
hey repli,0,0.0
wait sch finish ard,0,0.0
lt gt min stop somewher first,0,0.0
agre stop thinkin ipad pleas ask macho question,0,0.0
helloooo wake full gud,0,0.0
love babe sure everyth alrit idiot txt bak girli,0,0.0
still love,0,0.0
get step outta way congrat,0,0.0
santa call would littl one like call santa xma eve call book time,1,0.0
good even ttyl,0,0.0
oh dang mean send lol,0,0.0
someon know ask date servic contact cant guess call reveal po,1,1.0
much close heart go away shatter plz stay,0,0.0
poor babi hope urfeel bettersn luv probthat overdos work hey go care spk sn lot lovejen,0,0.0
sir late pay rent past month pay lt gt charg felt would inconsider nag someth give great cost didnt speak howev recess wont abl pay charg month henc askin well ahead month end pleas help thank,0,0.0
oh fuck sake like tallahasse,0,0.0
place ur point cultur modul alreadi,0,0.0
donat unicef asian tsunami disast support fund text donat ad next bill,1,1.0
damn make tonight want wait til tomorrow,0,0.0
sir wait mail,0,0.0
went project centr,0,0.0
come back thursday yay gon na ok get money cheer oh yeah everyth alright how school call work,0,0.0
anyway mani good even,0,0.0
well imma definit need restock thanksgiv let know,0,0.0
oh yeah hav great time postcard look girl im gone know talkin bout xx,0,0.0
nan sonathaya soladha boss,0,0.0
work technic support voic field,0,0.0
doubl min txt orang tariff latest motorola sonyericsson nokia bluetooth free call yhl,1,1.0
didnt work oh ok goodnight fix readi time wake dearli miss good night sleep,0,0.0
arr birthday today wish get oscar,0,0.0
sure time tho sure get librari class tri see point good eve,0,0.0
work someth,0,0.0
ill obey,0,0.0
awesom lem know whenev around,0,0.0
go buy juz buy get lar,0,0.0
okay shine meant sign sound better,0,0.0
someon know ask date servic contact cant guess call reveal po,1,1.0
new textbuddi chat horni guy ur area free receiv search postcod txt one name rpl stop cnl,1,1.0
need coffe run tomo ca believ time week alreadi,0,0.0
nanni address,0,0.0
yo around friend mine lookin pick later tonight,0,0.0
eng rock ash,0,0.0
free video camera phone half price line rental mth cross ntwk min txt call,1,1.0
one good partnership go take lead,0,0.0
princess bet brotha chase,0,0.0
fanci shag txt xxuk suzi txt cost per msg tnc websit,1,1.0
sorri ca help,0,0.0
plz tell an bslvyl sent via,0,0.0
come get quit diff guess rite,0,0.0
